epoch,step,train_loss_epoch,train_loss_step,val/accuracy,val/prc,val/roc,val_loss
0,49,,0.6060556173324585,,,,
0,86,,,0.7668918967247009,0.7099772095680237,0.38734596967697144,0.6116057634353638
0,86,0.6294008493423462,,,,,
1,99,,0.5910294651985168,,,,
1,149,,0.43143054842948914,,,,
1,173,,,0.7804054021835327,0.8090327382087708,0.5832854509353638,0.5631475448608398
1,173,0.5602149963378906,,,,,
2,199,,0.36314699053764343,,,,
2,249,,0.3738776445388794,,,,
2,260,,,0.8141891956329346,0.8111907839775085,0.6048011183738708,0.5476792454719543
2,260,0.44311678409576416,,,,,
3,299,,0.35321807861328125,,,,
3,347,,,0.8141891956329346,0.8314018249511719,0.6553022861480713,0.5046895742416382
3,347,0.4003664553165436,,,,,
4,349,,0.13905896246433258,,,,
4,399,,0.35972410440444946,,,,
4,434,,,0.8243243098258972,0.8562719821929932,0.7080380320549011,0.4594697654247284
4,434,0.37694746255874634,,,,,
5,449,,0.3152730166912079,,,,
5,499,,0.1095108836889267,,,,
5,521,,,0.8243243098258972,0.8653784394264221,0.7128902673721313,0.46846142411231995
5,521,0.3581681251525879,,,,,
6,549,,0.31144553422927856,,,,
6,599,,0.6403340697288513,,,,
6,608,,,0.8175675868988037,0.8895650506019592,0.7534316778182983,0.45108485221862793
6,608,0.3476731777191162,,,,,
7,649,,0.5503831505775452,,,,
7,695,,,0.8209459185600281,0.8820268511772156,0.7497923970222473,0.46342340111732483
7,695,0.33749181032180786,,,,,
8,699,,0.26144900918006897,,,,
8,749,,0.36827221512794495,,,,
8,782,,,0.8310810923576355,0.8764260411262512,0.7271276116371155,0.5296131372451782
8,782,0.3326195478439331,,,,,
9,799,,0.16261409223079681,,,,
9,849,,0.3148931860923767,,,,
9,869,,,0.8141891956329346,0.9096645712852478,0.7936538457870483,0.4396616816520691
9,869,0.3336731493473053,,,,,
10,899,,0.17993472516536713,,,,
10,949,,0.5305390357971191,,,,
10,956,,,0.8141891956329346,0.9201762676239014,0.8174679279327393,0.4333653450012207
10,956,0.3052883446216583,,,,,
11,999,,0.37193572521209717,,,,
11,1043,,,0.8141891956329346,0.9235379695892334,0.8256400227546692,0.4308253228664398
11,1043,0.29455843567848206,,,,,
12,1049,,0.19874447584152222,,,,
12,1099,,0.2322271168231964,,,,
12,1130,,,0.8108108043670654,0.9260286092758179,0.8242992758750916,0.4429450035095215
12,1130,0.28099697828292847,,,,,
13,1149,,0.4114528298377991,,,,
13,1199,,0.5501495599746704,,,,
13,1217,,,0.8209459185600281,0.9289266467094421,0.8513056635856628,0.3991263508796692
13,1217,0.2697006165981293,,,,,
14,1249,,0.2874220609664917,,,,
14,1299,,0.2040265053510666,,,,
14,1304,,,0.8344594836235046,0.9298965334892273,0.8416650295257568,0.4287627339363098
14,1304,0.2652494013309479,,,,,
15,1349,,0.5188596248626709,,,,
15,1391,,,0.8344594836235046,0.9301989674568176,0.8447934985160828,0.4462948739528656
15,1391,0.25032320618629456,,,,,
16,1399,,0.11740268766880035,,,,
16,1449,,0.20546482503414154,,,,
16,1478,,,0.8108108043670654,0.9378756880760193,0.8514971733093262,0.4232634902000427
16,1478,0.23641517758369446,,,,,
17,1499,,0.4331890344619751,,,,
17,1549,,0.06489748507738113,,,,
17,1565,,,0.8479729890823364,0.9370036721229553,0.8624146580696106,0.3944993019104004
17,1565,0.23273710906505585,,,,,
18,1599,,0.03685489669442177,,,,
18,1649,,0.3926622271537781,,,,
18,1652,,,0.8243243098258972,0.9387478828430176,0.8562854528427124,0.43159055709838867
18,1652,0.2165934443473816,,,,,
19,1699,,0.2435375154018402,,,,
19,1739,,,0.8479729890823364,0.9412673711776733,0.8673945069313049,0.4113892912864685
19,1739,0.2029048502445221,,,,,
20,1749,,0.4005386233329773,,,,
20,1799,,0.2249743938446045,,,,
20,1826,,,0.8513513803482056,0.9391912817955017,0.8777373433113098,0.4116742014884949
20,1826,0.2013022005558014,,,,,
21,1849,,0.1109362244606018,,,,
21,1899,,0.31975090503692627,,,,
21,1913,,,0.837837815284729,0.9375084042549133,0.8637554049491882,0.4294273555278778
21,1913,0.18897660076618195,,,,,
22,1949,,0.2774319052696228,,,,
22,1999,,0.20409688353538513,,,,
22,2000,,,0.8445945978164673,0.9327136874198914,0.8552639484405518,0.4626007080078125
22,2000,0.18279793858528137,,,,,
23,2049,,0.4046209752559662,,,,
23,2087,,,0.8445945978164673,0.9284440279006958,0.8561577796936035,0.521579921245575
23,2087,0.16218003630638123,,,,,
24,2099,,0.04281563311815262,,,,
24,2149,,0.25016796588897705,,,,
24,2174,,,0.8479729890823364,0.9394423365592957,0.8719274997711182,0.4291335642337799
24,2174,0.16045226156711578,,,,,
25,2199,,0.3837336599826813,,,,
25,2249,,0.24884864687919617,,,,
