epoch,step,train_loss_epoch,train_loss_step,val/accuracy,val/prc,val/roc,val_loss
21,1913,0.14681828022003174,,,,,
22,1949,,0.0297184269875288,,,,
22,1999,,0.09554444998502731,,,,
22,2000,,,0.8581081032752991,0.9421441555023193,0.8712252378463745,0.46005526185035706
22,2000,0.14716503024101257,,,,,
23,2049,,0.2305011749267578,,,,
23,2087,,,0.8648648858070374,0.9497554302215576,0.8787589073181152,0.4692370295524597
23,2087,0.1337699592113495,,,,,
24,2099,,0.24889753758907318,,,,
24,2149,,0.03319661691784859,,,,
24,2174,,,0.8513513803482056,0.9464972019195557,0.877737283706665,0.43480703234672546
24,2174,0.11665502190589905,,,,,
25,2199,,0.051147062331438065,,,,
25,2249,,0.08392128348350525,,,,
25,2261,,,0.8581081032752991,0.9456974267959595,0.8691821098327637,0.5289391875267029
25,2261,0.12466217577457428,,,,,
26,2299,,0.013085724785923958,,,,
26,2348,,,0.8581081032752991,0.9419161081314087,0.8638830184936523,0.572453498840332
26,2348,0.10416372120380402,,,,,
27,2349,,0.013179970905184746,,,,
27,2399,,0.31029626727104187,,,,
27,2435,,,0.8479729890823364,0.9475967884063721,0.8784076571464539,0.4974531829357147
27,2435,0.09008534252643585,,,,,
28,2449,,0.004624052904546261,,,,
28,2499,,0.08521328121423721,,,,
28,2522,,,0.8716216087341309,0.9451417922973633,0.8701397776603699,0.5311558246612549
28,2522,0.10823074728250504,,,,,
29,2549,,0.01722131296992302,,,,
29,2599,,0.03979301452636719,,,,
29,2609,,,0.8614864945411682,0.9445191621780396,0.8730766773223877,0.5681207180023193
29,2609,0.0801062062382698,,,,,
30,2649,,0.1133635863661766,,,,
30,2696,,,0.8581081032752991,0.9379358887672424,0.8590946197509766,0.7062833905220032
30,2696,0.0810801312327385,,,,,
31,2699,,0.05239352956414223,,,,
31,2749,,0.06900571286678314,,,,
31,2783,,,0.8547297120094299,0.9431144595146179,0.871544361114502,0.5752734541893005
31,2783,0.06623109430074692,,,,,
32,2799,,0.018638649955391884,,,,
32,2849,,0.018274832516908646,,,,
32,2870,,,0.8581081032752991,0.9408595561981201,0.8648407459259033,0.6570805907249451
32,2870,0.061535485088825226,,,,,
33,2899,,0.030070407316088676,,,,
33,2949,,0.00806652382016182,,,,
33,2957,,,0.8479729890823364,0.9374498128890991,0.8609461784362793,0.7330511808395386
33,2957,0.05271141603589058,,,,,
