AUROC,AUPRC,Accuracy,F1,Precision,Recall,Sensitivity,Specificity,TP,FP,TN,FN
0.9351190476190476,0.9828471786153576,0.9155405405405406,0.9484536082474226,0.9387755102040817,0.9583333333333334,0.9583333333333334,0.7321428571428571,230,15,41,10
